dep,codgeo,libgeo,population
41,41108,Lancôme,122.0
70,70514,Valay,659.0
52,52538,Villiers-sur-Suize,261.0
32,32348,Roquelaure,568.0
59,59169,Damousies,206.0
65,65007,Andrest,1360.0
43,43027,Berbezit,44.0
61,61055,Boucé,583.0
42,42142,Merle-Leignec,324.0
24,24154,Douchapt,346.0
76,76287,Fresquiennes,1063.0
51,51455,Reims-la-Brûlée,219.0
65,65433,Soues,3023.0
14,14396,Maltot,1028.0
71,71105,Charnay-lès-Mâcon,7969.0
71,71234,Huilly-sur-Seille,352.0
21,21070,Bévy,136.0
29,29170,Plomelin,4187.0
42,42325,Vendranges,384.0
15,15126,Molèdes,79.0
08,08395,Saint-Pierre-sur-Vence,146.0
36,36045,Châtillon-sur-Indre,2304.0
89,89084,Charentenay,282.0
35,35122,La Gouesnière,1966.0
21,21239,Échenon,771.0
89,89283,Ouanne,589.0
22,22267,Rouillac,396.0
18,18118,Jouet-sur-l'Aubois,1308.0
32,32337,Puységur,73.0
28,28027,La Bazoche-Gouet,1215.0
86,86174,Naintré,5944.0
21,21401,Meloisey,321.0
36,36176,Ruffec,575.0
57,57286,Halstroff,304.0
67,67138,Fessenheim-le-Bas,583.0
54,54176,Einville-au-Jard,1081.0
76,76008,Ancourt,623.0
10,10345,Saint-Léger-sous-Brienne,384.0
01,01159,Feillens,3381.0
77,77402,Saint-Barthélemy,338.0
68,68287,Rouffach,4186.0
12,12082,La Couvertoirade,189.0
69,69027,Brignais,12388.0
33,33254,Loupiac-de-la-Réole,542.0
56,56208,Saint-Brieuc-de-Mauron,297.0
90,90058,Lachapelle-sous-Rougemont,569.0
39,39511,Sergenaux,63.0
38,38387,Saint-Geoirs,496.0
57,57505,Niderviller,1172.0
89,89131,Cruzy-le-Châtel,227.0
54,54430,Pompey,4836.0
17,17228,Médis,3036.0
71,71035,Bissy-la-Mâconnaise,203.0
74,74117,Étercy,930.0
50,50198,Geffosses,489.0
06,06023,Breil-sur-Roya,2206.0
14,14006,Amayé-sur-Orne,1061.0
25,25309,Houtaud,1178.0
26,26091,Chauvac-Laux-Montaux,43.0
83,83066,Ginasservis,1983.0
06,06025,Le Broc,1422.0
61,61413,Saint-Lambert-sur-Dive,135.0
91,91619,Torfou,278.0
59,59570,Socx,890.0
65,65164,Escoubès-Pouts,98.0
22,22085,Kerbors,286.0
77,77480,Valence-en-Brie,1040.0
86,86034,Bouresse,621.0
17,17353,Saint-Laurent-de-la-Prée,2271.0
53,53111,La Haie-Traversaine,463.0
50,50151,Créances,2091.0
40,40016,Aubagnan,267.0
51,51398,La Neuville-aux-Larris,189.0
58,58079,Clamecy,3593.0
33,33357,Roaillan,1777.0
60,60104,Breteuil,4156.0
77,77308,Montgé-en-Goële,720.0
28,28029,Bazoches-les-Hautes,323.0
37,37024,Benais,932.0
25,25054,Berche,541.0
81,81261,Saint-Lieux-lès-Lavaur,1195.0
56,56084,Le Hézo,865.0
60,60025,Attichy,1853.0
17,17171,Geay,778.0
2B,2B013,Alzi,25.0
59,59473,Preux-au-Sart,304.0
88,88187,Frénois,51.0
22,22333,Saint-Vran,760.0
45,45036,Boismorand,847.0
10,10212,Machy,111.0
38,38017,Assieu,1681.0
01,01107,Cleyzieu,140.0
40,40125,Heugas,1375.0
42,42105,Grézieux-le-Fromental,253.0
2B,2B147,Lozzi,111.0
40,40133,Labenne,7007.0
78,78455,Noisy-le-Roi,7631.0
31,31326,Massabrac,109.0
21,21369,Magny-Saint-Médard,325.0
28,28276,Neuvy-en-Beauce,204.0
59,59565,Sepmeries,649.0
71,71411,Saint-Eugène,151.0
95,95424,Montigny-lès-Cormeilles,22603.0
17,17231,Messac,105.0
09,09042,La Bastide-de-Sérou,985.0
76,76553,Sainte-Agathe-d'Aliermont,300.0
25,25184,Cuse-et-Adrisans,285.0
86,86113,Iteuil,2981.0
28,28351,Saint-Maixme-Hauterive,399.0
21,21028,Athée,787.0
05,05081,Montclus,48.0
21,21323,Jancigny,148.0
08,08010,Ambly-Fleury,135.0
85,85139,Le Mazeau,448.0
39,39545,Le Vaudioux,168.0
62,62308,Escoeuilles,489.0
14,14603,Saint-Laurent-de-Condel,509.0
60,60019,Antheuil-Portes,413.0
34,34161,Montady,4005.0
29,29061,Gouesnou,6347.0
72,72333,Semur-en-Vallon,433.0
23,23110,Lioux-les-Monges,58.0
82,82125,Montech,6650.0
92,92032,Fontenay-aux-Roses,24772.0
86,86269,Ternay,189.0
29,29079,Henvic,1210.0
70,70146,Chaux-lès-Port,164.0
29,29289,Trégarvan,119.0
41,41267,Vallières-les-Grandes,939.0
50,50292,Marigny,2746.0
31,31149,Colomiers,40159.0
50,50579,Sottevast,1447.0
24,24341,Proissans,1071.0
24,24286,Montagrier,501.0
14,14104,Le Brévedent,191.0
50,50152,Les Cresnays,228.0
30,30224,La Rouvière,635.0
77,77008,Armentières-en-Brie,1205.0
57,57456,Meisenthal,652.0
70,70417,Pontcey,292.0
64,64463,Rébénacq,647.0
64,64530,Susmiou,355.0
38,38484,Serpaize,2108.0
56,56120,Locqueltas,1954.0
70,70529,Velet,377.0
95,95120,Butry-sur-Oise,2254.0
74,74030,La Baume,321.0
67,67543,Wisches,2073.0
03,03281,Le Theil,389.0
28,28234,Marchéville,491.0
69,69136,Montagny,3200.0
88,88236,La Haye,133.0
17,17096,Chaunac,74.0
47,47217,Puymirol,905.0
63,63460,Villosanges,370.0
76,76155,Canehan,381.0
45,45120,Dammarie-en-Puisaye,170.0
45,45260,Ramoulu,246.0
82,82031,Castelmayran,1201.0
26,26312,Saint-Marcel-lès-Sauzet,1250.0
89,89032,Beauvilliers,68.0
28,28290,Orrouer,281.0
91,91477,Palaiseau,34893.0
45,45099,Coinces,494.0
14,14711,Trévières,920.0
59,59397,Merckeghem,614.0
77,77228,Hondevilliers,259.0
55,55018,Autréville-Saint-Lambert,37.0
12,12124,Lassouts,318.0
54,54421,Petitmont,310.0
26,26145,Les Granges-Gontardes,679.0
07,07157,Meysse,1394.0
67,67552,Wolfskirchen,344.0
29,29257,Saint-Pabu,2067.0
79,79007,Allonne,634.0
30,30026,Avèze,1063.0
40,40103,Gaillères,640.0
14,14308,Goustranville,311.0
15,15114,Marcenat,511.0
15,15008,Antignac,283.0
15,15106,Lieutadès,166.0
67,67159,Goerlingen,199.0
21,21395,Massingy-lès-Vitteaux,91.0
14,14735,Vendeuvre,805.0
58,58068,Chaumard,200.0
91,91136,Champlan,2597.0
94,94001,Ablon-sur-Seine,5946.0
44,44104,Montrelais,827.0
77,77004,Andrezel,311.0
17,17482,Vouhé,641.0
60,60221,Esquennoy,727.0
61,61443,Saint-Paul,673.0
57,57110,Brettnach,426.0
50,50169,Écausseville,109.0
31,31056,Beauzelle,7656.0
25,25628,Villers-sous-Montrond,
56,56049,Croixanvec,
21,21010,Aloxe-Corton,134.0
2B,2B166,Monte,630.0
63,63290,Pulvérières,399.0
67,67306,Muhlbach-sur-Bruche,643.0
27,27382,Mandeville,331.0
03,03059,Chareil-Cintrat,376.0
22,22299,Saint-Hélen,1531.0
01,01214,Leyssard,163.0
68,68088,Feldkirch,1000.0
42,42026,Briennon,1724.0
82,82176,La Salvetat-Belmontet,931.0
63,63463,Viscomtat,505.0
35,35229,Pocé-les-Bois,1322.0
52,52529,Villegusien-le-Lac,987.0
80,80811,Voyennes,589.0
43,43005,Alleyras,153.0
06,06072,Ilonse,142.0
76,76605,Sainte-Marguerite-sur-Mer,464.0
62,62593,Morval,88.0
12,12140,Martiel,969.0
63,63436,Tralaigues,75.0
55,55107,Chaumont-devant-Damvillers,47.0
45,45037,Boisseaux,511.0
11,11017,Artigues,74.0
28,28014,Aunay-sous-Crécy,672.0
09,09250,Roquefort-les-Cascades,86.0
2B,2B082,Castineta,37.0
57,57092,Blies-Ébersing,603.0
51,51288,Heiltz-le-Hutier,236.0
92,92025,Colombes,88870.0
76,76425,Mentheville,298.0
40,40317,Tosse,3348.0
21,21485,Plombières-lès-Dijon,2518.0
11,11242,Montclar,173.0
52,52371,Oudincourt,138.0
71,71537,Thil-sur-Arroux,136.0
34,34073,Cers,2535.0
01,01411,Souclin,267.0
17,17126,Courcerac,307.0
25,25333,Laviron,350.0
80,80449,Ignaucourt,65.0
42,42068,Combre,417.0
01,01241,Meillonnas,1383.0
42,42148,Montchal,503.0
09,09210,Montoulieu,413.0
47,47180,Montagnac-sur-Auvignon,641.0
38,38382,Saint-Égrève,16995.0
67,67474,Soultz-sous-Forêts,3147.0
88,88151,Dompaire,1087.0
49,49120,Denée,1427.0
01,01203,Laiz,1299.0
77,77396,Rupéreux,100.0
58,58010,Arleuf,645.0
37,37266,Veigné,6568.0
29,29237,La Roche-Maurice,1838.0
78,78172,Conflans-Sainte-Honorine,35926.0
35,35035,Bovel,593.0
33,33419,Saint-Hilaire-du-Bois,80.0
89,89310,La Postolle,145.0
09,09206,Montferrier,549.0
26,26207,Montmiral,672.0
42,42182,Renaison,3200.0
39,39254,Gillois,133.0
32,32069,Cadeillan,71.0
27,27517,Saint-Aubin-sur-Gaillon,2176.0
74,74171,Massongy,1616.0
33,33247,Listrac-de-Durèze,150.0
76,76699,Le Torp-Mesnil,456.0
32,32169,Labarthe,146.0
69,69055,Les Chères,1506.0
57,57098,Bourgaltroff,231.0
02,02126,Brunehamel,453.0
37,37096,Dierre,628.0
10,10020,Avant-lès-Marcilly,499.0
21,21498,Posanges,50.0
76,76025,Argueil,348.0
61,61389,Sainte-Gauburge-Sainte-Colombe,1017.0
60,60513,Précy-sur-Oise,3259.0
62,62426,Héninel,188.0
43,43123,Lorlanges,410.0
85,85054,La Chapelle-Hermier,1022.0
70,70575,Voray-sur-l'Ognon,870.0
23,23147,Nouzerolles,95.0
14,14524,Putot-en-Auge,307.0
50,50551,Saint-Sauveur-le-Vicomte,2062.0
55,55512,Tilly-sur-Meuse,279.0
01,01342,Sainte-Croix,547.0
27,27434,Noards,57.0
47,47103,Fréchou,226.0
43,43133,Mercoeur,145.0
89,89298,Piffonds,592.0
60,60652,Valdampierre,902.0
69,69268,Vourles,3374.0
62,62274,Dourges,5997.0
16,16318,Saint-Front,361.0
83,83007,Aups,2317.0
18,18076,Coust,444.0
88,88358,Pouxeux,1959.0
2B,2B037,Biguglia,7654.0
80,80516,Marquaix,189.0
54,54565,Vigneulles,232.0
88,88431,Saint-Paul,154.0
70,70218,Esmoulins,130.0
62,62366,Gauchin-Légal,304.0
86,86156,Messemé,240.0
39,39297,Longchaumois,1130.0
43,43025,Beauzac,2971.0
08,08156,Éteignières,482.0
81,81144,Lescure-d'Albigeois,4589.0
12,12265,Sébrazac,528.0
02,02071,Berny-Rivière,641.0
62,62789,Senlecques,262.0
52,52475,Sommancourt,56.0
07,07195,La Rochette,63.0
72,72101,Courcemont,677.0
971,971128,Sainte-Anne,24281.0
30,30041,Blauzac,1228.0
43,43121,Léotoing,212.0
50,50556,Sainte-Suzanne-sur-Vire,702.0
77,77278,Marolles-en-Brie,412.0
57,57635,Schalbach,374.0
51,51199,Cuchery,408.0
29,29142,Lothey,464.0
64,64239,Gerderest,139.0
25,25018,Anteuil,605.0
16,16382,Torsac,708.0
58,58159,Marigny-sur-Yonne,191.0
49,49247,La Possonnière,2456.0
76,76437,Meulers,570.0
62,62071,Bailleul-lès-Pernes,408.0
77,77385,Rebais,2289.0
82,82022,Bourg-de-Visa,381.0
31,31059,Belbèze-en-Comminges,113.0
81,81181,Montpinier,189.0
54,54155,Deuxville,395.0
89,89374,Sambourg,68.0
2B,2B156,Mausoléo,25.0
48,48072,Grèzes,222.0
68,68315,Soultz-Haut-Rhin,7027.0
35,35086,Combourtillé,613.0
95,95651,Vétheuil,877.0
19,19161,Perpezac-le-Blanc,442.0
63,63126,Le Crest,1290.0
45,45280,Saint-Gondon,1063.0
32,32046,Bernède,192.0
78,78620,Toussus-le-Noble,1157.0
71,71140,Collonge-la-Madeleine,43.0
87,87166,Saint-Martin-le-Vieux,895.0
72,72157,Lavardin,697.0
80,80161,Cahon,208.0
66,66070,Espira-de-Conflent,202.0
10,10417,Villemoiron-en-Othe,204.0
39,39214,Esserval-Tartre,123.0
60,60112,Brunvillers-la-Motte,354.0
37,37094,Cussay,565.0
93,93032,Gagny,40189.0
54,54579,Villers-sous-Prény,328.0
02,02209,Condé-en-Brie,675.0
27,27107,Bourneville,1343.0
57,57115,Brulange,97.0
19,19250,Salon-la-Tour,675.0
63,63440,Valbeleix,138.0
62,62460,Hubersent,269.0
43,43098,Freycenet-la-Tour,110.0
60,60241,Fontaine-Chaalis,328.0
24,24328,Piégut-Pluviers,1183.0
51,51254,Fontaine-Denis-Nuisy,232.0
07,07302,Saint-Vincent-de-Barrès,830.0
70,70334,Marnay,1525.0
24,24410,Saint-Front-la-Rivière,497.0
80,80788,Vergies,173.0
25,25432,Orchamps-Vennes,2169.0
43,43111,Landos,873.0
24,24551,Thiviers,2865.0
60,60130,Catenoy,1054.0
89,89335,Saint-Aubin-sur-Yonne,428.0
59,59459,Petite-Forêt,5058.0
2A,2A282,Soccia,157.0
54,54574,Villers-la-Chèvre,557.0
13,13085,Roquefort-la-Bédoule,5861.0
79,79306,Saurais,185.0
64,64383,Mialos,139.0
25,25611,La Vèze,486.0
90,90084,Reppe,330.0
51,51603,Vélye,225.0
86,86078,Civray,2558.0
39,39050,Besain,156.0
54,54215,Frouard,6511.0
52,52289,Liffol-le-Petit,317.0
74,74045,Le Bouchet-Mont-Charvin,249.0
32,32181,Laguian-Mazous,247.0
14,14059,Benerville-sur-Mer,411.0
60,60240,Fontaine-Bonneleau,234.0
09,09019,Artigat,558.0
52,52453,Saint-Maurice,129.0
68,68072,Dietwiller,1417.0
09,09005,Aleu,126.0
54,54293,Landécourt,85.0
16,16364,Sauvagnac,66.0
85,85267,Sainte-Radégonde-des-Noyers,968.0
02,02736,Tartiers,164.0
07,07199,Rosières,1296.0
21,21015,Antigny-la-Ville,89.0
63,63435,Tourzel-Ronzières,199.0
81,81262,Saint-Marcel-Campes,220.0
24,24030,Beauregard-de-Terrasson,679.0
62,62363,Frévin-Capelle,387.0
34,34093,Dio-et-Valquières,149.0
63,63201,Luzillat,1154.0
43,43169,Saint-Austremoine,52.0
38,38536,Vernioz,1469.0
40,40334,Yzosse,380.0
41,41110,Langon,829.0
10,10194,Lévigny,92.0
57,57755,Xocourt,99.0
50,50435,Rocheville,595.0
71,71010,Antully,842.0
48,48157,Sainte-Hélène,100.0
24,24200,Grand-Brassac,538.0
68,68352,Volgelsheim,2702.0
71,71037,Bissy-sur-Fley,82.0
88,88253,Jeuxey,671.0
39,39492,Saint-Maur,221.0
14,14134,Canteloup,188.0
18,18286,Villequiers,452.0
50,50166,Doville,327.0
33,33255,Lucmau,245.0
07,07028,Beaulieu,526.0
30,30101,Deaux,650.0
64,64417,Nay,3224.0
07,07144,Loubaresse,47.0
17,17161,La Flotte,3017.0
33,33008,Arbis,500.0
61,61319,Origny-le-Roux,252.0
61,61266,Le Ménil-Guyon,81.0
19,19125,Marcillac-la-Croisille,830.0
89,89384,Senan,681.0
25,25195,Dannemarie-sur-Crète,1549.0
84,84017,Bédoin,3086.0
51,51028,Avenay-Val-d'Or,984.0
19,19193,Saint-Cirgues-la-Loutre,171.0
76,76697,Torcy-le-Grand,791.0
59,59539,Saint-Pierre-Brouck,984.0
33,33493,Saint-Yzans-de-Médoc,345.0
69,69161,Propières,481.0
31,31258,Lacaugne,241.0
64,64466,Rivehaute,271.0
64,64532,Tadousse-Ussau,72.0
18,18001,Achères,348.0
07,07042,Bourg-Saint-Andéol,7352.0
85,85297,Triaize,1036.0
65,65035,Artagnan,512.0
47,47062,Cauzac,414.0
54,54313,Létricourt,229.0
44,44133,Port-Saint-Père,3013.0
33,33125,Cissac-Médoc,2262.0
82,82183,Tréjouls,229.0
49,49007,Angers,157175.0
37,37240,Saunay,665.0
80,80361,Frettecuisse,72.0
08,08060,Bergnicourt,300.0
80,80669,Rethonvillers,341.0
85,85229,Saint-Hilaire-de-Voust,614.0
88,88245,Hurbache,300.0
09,09115,Esclagne,124.0
12,12150,Monteils,475.0
53,53036,Bouère,1069.0
51,51032,Bagneux,413.0
59,59466,Pont-à-Marcq,2883.0
07,07242,Saint-Gineis-en-Coiron,112.0
39,39039,La Barre,245.0
79,79009,Amuré,434.0
35,35090,Crevin,2814.0
13,13093,Saint-Estève-Janson,372.0
42,42280,Saint-Régis-du-Coin,412.0
02,02422,Lesquielles-Saint-Germain,797.0
33,33052,Les Billaux,1165.0
80,80626,Pissy,289.0
07,07109,Joannas,305.0
46,46030,Bio,333.0
26,26380,Gervans,545.0
45,45226,Neuvy-en-Sullias,1366.0
2A,2A094,Corrano,74.0
76,76041,Autretot,1344.0
55,55416,Rarécourt,215.0
31,31340,Mervilla,294.0
71,71383,Saint-Albain,545.0
52,52386,Perthes,504.0
65,65215,Hagedet,43.0
31,31293,Lespinasse,2915.0
27,27142,Champenard,289.0
25,25597,Vellevans,241.0
33,33474,Saint-Selve,3578.0
46,46185,Martel,1636.0
63,63389,Saint-Quentin-sur-Sauxillanges,110.0
02,02306,La Ferté-Chevresis,514.0
60,60665,Venette,2808.0
86,86237,Saint-Pierre-d'Exideuil,763.0
56,56041,Cléguérec,2839.0
2B,2B255,Quercitello,39.0
70,70152,Choye,475.0
73,73176,Montvalezan,722.0
60,60682,Villers-Saint-Frambourg,719.0
76,76018,Val-de-Saâne,1476.0
29,29295,Trémaouézan,502.0
33,33322,Le Pian-Médoc,7105.0
19,19182,Saint-Aulaire,764.0
38,38492,Sinard,714.0
49,49228,Noyant,5501.0
73,73170,Monthion,525.0
62,62315,Estréelles,345.0
54,54453,Rembercourt-sur-Mad,156.0
86,86133,Ligugé,3408.0
30,30277,Saint-Laurent-de-Carnols,517.0
17,17023,Aujac,373.0
28,28272,Mottereau,150.0
57,57006,Achen,976.0
53,53016,Bais,1215.0
14,14168,Colombières,205.0
80,80124,Bourseville,715.0
67,67293,Minversheim,684.0
80,80340,Fourcigny,201.0
64,64105,Béguios,266.0
03,03058,Chappes,241.0
16,16102,Cognac,18448.0
35,35292,Saint-Marc-le-Blanc,1588.0
54,54309,Lemainville,406.0
31,31071,Bois-de-la-Pierre,453.0
07,07286,Saint-Pierreville,516.0
45,45183,Lion-en-Beauce,128.0
71,71163,Curtil-sous-Buffières,92.0
37,37049,Chambourg-sur-Indre,1236.0
52,52429,Roches-sur-Marne,574.0
50,50496,Saint-Jean-le-Thomas,389.0
36,36009,Arthon,1219.0
64,64549,Uzein,1289.0
88,88424,Sainte-Marguerite,2271.0
02,02376,Hauteville,179.0
54,54300,Laneuveville-devant-Nancy,6551.0
80,80730,Saveuse,1076.0
69,69212,Saint-Jean-des-Vignes,479.0
91,91411,Les Molières,1896.0
51,51236,Les Essarts-le-Vicomte,136.0
25,25329,Laval-le-Prieuré,35.0
51,51627,Villeneuve-Renneville-Chevigny,325.0
56,56005,Arzon,2269.0
12,12048,Campouriez,339.0
27,27606,Saint-Symphorien,476.0
87,87194,Sussac,355.0
10,10132,Droupt-Sainte-Marie,249.0
15,15259,Vieillespesse,251.0
08,08208,Hannappes,132.0
76,76656,Saint-Victor-l'Abbaye,756.0
70,70229,Faymont,258.0
28,28299,Les Pinthières,161.0
22,22096,Landébia,447.0
89,89361,Saint-Maurice-Thizouaille,251.0
88,88017,Aulnois,172.0
63,63146,Égliseneuve-près-Billom,851.0
80,80232,Damery,228.0
78,78653,Vicq,381.0
30,30296,Saint-Roman-de-Codières,161.0
07,07030,Beauvène,204.0
80,80548,Millencourt-en-Ponthieu,349.0
2A,2A212,Piana,463.0
36,36020,Bonneuil,75.0
55,55262,Juvigny-sur-Loison,258.0
45,45297,Saint-Père-sur-Loire,1025.0
2A,2A284,Sollacaro,369.0
01,01112,Condamine,473.0
74,74134,Les Gets,1223.0
71,71425,Saint-Gilles,276.0
31,31255,Labroquère,322.0
971,971103,Baie-Mahault,30909.0
2A,2A308,Sainte-Lucie-de-Tallano,381.0
14,14107,Bricqueville,155.0
2B,2B339,Vallica,28.0
60,60671,Versigny,347.0
31,31070,Blajan,439.0
81,81218,Puygouzon,3540.0
45,45179,Lailly-en-Val,3098.0
65,65299,Marsac,225.0
59,59429,Neuville-sur-Escaut,2757.0
64,64100,Bassussarry,3301.0
63,63131,Culhat,1145.0
27,27249,Fontaine-Bellenger,1122.0
26,26235,Pierrelatte,13799.0
09,09331,Le Vernet,704.0
31,31452,Rieucazé,59.0
02,02600,Pierrepont,330.0
40,40085,Commensacq,429.0
21,21550,Saint-Germain-lès-Senailly,119.0
14,14248,Espins,248.0
11,11052,Brousses-et-Villaret,338.0
27,27666,La Vacherie,563.0
51,51451,Queudes,83.0
76,76322,Le Grand-Quevilly,25975.0
95,95154,Chennevières-lès-Louvres,306.0
09,09217,Niaux,153.0
57,57498,Neufchef,2621.0
24,24293,Monplaisant,279.0
28,28140,Épernon,5549.0
08,08030,Auge,58.0
57,57276,Guinglange,335.0
49,49334,Sermaise,336.0
52,52116,Chatenay-Vaudin,47.0
59,59045,Baives,163.0
62,62675,Quercamps,281.0
15,15026,Brezons,181.0
46,46068,Cénevières,173.0
13,13059,Meyrargues,3830.0
60,60635,Thiverny,1080.0
73,73097,Curienne,682.0
38,38256,Montferrat,1839.0
54,54028,Auboué,2652.0
87,87152,Saint-Jouvent,1659.0
40,40084,Clermont,749.0
86,86016,Avanton,2221.0
57,57613,Saint-Jean-de-Bassel,332.0
55,55535,Vaudoncourt,85.0
29,29211,Plouyé,652.0
21,21334,Lacanche,483.0
18,18175,Ourouer-les-Bourdelins,608.0
14,14353,Landes-sur-Ajon,451.0
27,27140,Chambray,401.0
64,64347,Lonçon,218.0
21,21004,Aignay-le-Duc,265.0
18,18027,Bengy-sur-Craon,650.0
38,38542,Veyssilieu,326.0
2B,2B113,Ficaja,58.0
53,53040,Bourgon,621.0
52,52476,Sommerécourt,79.0
57,57015,Altviller,546.0
39,39378,Nanc-lès-Saint-Amour,765.0
26,26278,La Roche-sur-le-Buis,287.0
02,02211,Condé-sur-Suippe,327.0
58,58199,Onlay,159.0
51,51434,Plivot,746.0
62,62719,Rollancourt,277.0
61,61502,Vidai,82.0
72,72156,Lamnay,916.0
09,09320,Urs,26.0
69,69163,Quincieux,3549.0
44,44109,Nantes,323204.0
15,15183,Saint-Étienne-de-Carlat,130.0
62,62403,Hallines,1207.0
59,59630,Wahagnies,2605.0
59,59410,Mons-en-Baroeul,21467.0
48,48193,Vebron,219.0
72,72124,Écommoy,4808.0
59,59290,Haut-Lieu,386.0
51,51644,Vincelles,320.0
88,88231,Haréville,475.0
77,77319,Mortery,140.0
12,12268,Sénergues,424.0
62,62679,Questrecques,329.0
03,03007,Arpheuilles-Saint-Priest,365.0
80,80593,La Neuville-lès-Bray,256.0
42,42035,Cezay,211.0
06,06031,Cantaron,1285.0
43,43175,Saint-Cirgues,165.0
02,02423,Leuilly-sous-Coucy,436.0
51,51551,Somsois,196.0
81,81045,Les Cabannes,367.0
95,95682,Villiers-le-Sec,196.0
58,58166,Mhère,228.0
54,54219,Gellenoncourt,82.0
63,63347,Saint-Genès-du-Retz,462.0
53,53097,Évron,8508.0
72,72241,Montfort-le-Gesnois,2917.0
46,46196,Montamel,92.0
62,62606,Neuve-Chapelle,1419.0
57,57325,Hilsprich,832.0
63,63413,La Sauvetat,716.0
30,30305,Salindres,3648.0
33,33020,Auriolles,139.0
72,72375,Villaines-la-Gonais,523.0
28,28306,Pré-Saint-Martin,183.0
68,68124,Hausgauen,374.0
47,47071,Coulx,246.0
70,70486,Semmadon,110.0
63,63155,Estandeuil,498.0
80,80224,Cressy-Omencourt,124.0
69,69174,Les Sauvages,617.0
39,39172,Courtefontaine,261.0
66,66084,Fourques,1316.0
21,21462,Norges-la-Ville,945.0
2B,2B136,Lama,150.0
11,11089,Cenne-Monestiés,410.0
73,73229,Saint-Christophe,530.0
21,21624,Tellecey,142.0
28,28068,Challet,434.0
57,57396,Lessy,771.0
24,24586,Villetoureix,902.0
72,72071,Château-du-Loir,5805.0
57,57239,Freybouse,435.0
15,15217,Saint-Victor,101.0
46,46169,Léobard,213.0
53,53029,Bierné,1263.0
08,08223,Herbeuval,123.0
07,07329,Valgorge,417.0
68,68174,Landser,1642.0
17,17089,La Chapelle-des-Pots,1003.0
57,57136,Chémery-les-Deux,580.0
80,80043,Authie,261.0
02,02446,Ly-Fontaine,118.0
65,65247,Arrayou-Lahitte,100.0
46,46013,Bach,196.0
37,37046,Céré-la-Ronde,420.0
38,38405,Saint-Joseph-de-Rivière,1245.0
80,80335,Foucaucourt-en-Santerre,238.0
88,88436,Saint-Stail,72.0
54,54576,Villers-le-Rond,122.0
02,02383,Homblières,1433.0
52,52094,Vals-des-Tilles,181.0
29,29173,Plonéis,2427.0
59,59348,Lieu-Saint-Amand,1461.0
70,70169,Confracourt,222.0
38,38190,Hières-sur-Amby,1149.0
24,24032,Beauronne,368.0
60,60677,Villembray,250.0
59,59070,Bermeries,378.0
35,35064,La Chapelle-de-Brain,1065.0
34,34122,Jonquières,558.0
27,27633,Les Thilliers-en-Vexin,495.0
93,93045,Les Lilas,23469.0
61,61324,Passais,1162.0
45,45324,Tigy,2422.0
16,16401,Vervant,147.0
32,32126,Estampes,162.0
65,65055,Ayros-Arbouix,345.0
27,27522,Saint-Christophe-sur-Condé,433.0
62,62365,Galametz,203.0
89,89087,Chassignelles,298.0
57,57696,Varsberg,970.0
53,53225,Saint-Germain-le-Guillaume,519.0
08,08219,Hauteville,122.0
41,41286,Villeporcher,147.0
22,22150,Le Merzer,961.0
02,02223,Courboin,302.0
74,74164,Marignier,6401.0
76,76670,Senneville-sur-Fécamp,881.0
88,88071,Bouzemont,49.0
10,10424,Villeret,64.0
07,07226,Saint-Clément,92.0
01,01206,Lantenay,270.0
76,76275,Fontenay,1743.0
61,61476,Suré,276.0
60,60412,Montagny-en-Vexin,680.0
39,39423,Plaisia,102.0
62,62402,Halinghen,312.0
30,30136,Junas,1178.0
76,76562,Saint-Aubin-le-Cauf,835.0
58,58204,Ourouër,532.0
86,86042,Buxeuil,913.0
44,44218,Villepot,683.0
24,24068,Le Buisson-de-Cadouin,1945.0
76,76314,Graimbouville,612.0
84,84052,Grambois,1214.0
78,78236,Flexanville,576.0
08,08081,Bogny-sur-Meuse,5006.0
27,27660,La Trinité-de-Réville,236.0
64,64109,Bénéjacq,1961.0
17,17225,Les Mathes,2179.0
77,77055,Brou-sur-Chantereine,4992.0
71,71272,Malay,206.0
76,76307,Gonneville-la-Mallet,1363.0
81,81010,Ambialet,470.0
29,29123,Lennon,789.0
72,72239,Poillé-sur-Vègre,598.0
61,61077,Cerisé,862.0
33,33089,Campugnan,513.0
02,02088,Bièvres,84.0
30,30220,Roquedur,265.0
03,03110,Espinasse-Vozelle,974.0
64,64424,Ordiarp,549.0
32,32062,Bourrouillan,170.0
34,34202,Pignan,8221.0
17,17099,Chepniers,674.0
21,21633,Thorey-sous-Charny,191.0
16,16048,Boisbreteau,127.0
39,39171,Courlaoux,1136.0
50,50177,Étienville,384.0
27,27701,Val-de-Reuil,12647.0
95,95598,Soisy-sous-Montmorency,18008.0
24,24176,Faurilles,35.0
68,68283,Rombach-le-Franc,780.0
50,50149,Couville,1207.0
2B,2B303,San-Giuliano,764.0
21,21324,Jeux-lès-Bard,51.0
14,14179,Cordebugle,166.0
62,62699,Recques-sur-Hem,668.0
55,55253,Les Islettes,700.0
90,90096,Thiancourt,276.0
46,46032,Boissières,404.0
64,64086,Ayherre,1130.0
60,60489,Péroy-les-Gombries,1203.0
59,59366,Lynde,778.0
57,57141,Chicourt,89.0
48,48155,Saint-Germain-de-Calberte,470.0
71,71085,Change,221.0
67,67265,Lichtenberg,539.0
09,09315,Trémoulet,113.0
